name,price,image,info,type,stocks,brand,color
'Wire Rope',91.59,'RES/RES/wireRope.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Rope',39,'Dewalt','blue'
'Wooden Board',112.06,'RES/RES/woodenBoard.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Board',46,'Dewalt','yellow'
'Wood Preservative',271.88,'RES/RES/woodPreservative.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Preservative',15,'Stanley,'white'
'Z-Bar',246.19,'RES/RES/zBar.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Bar',86,'Ridgid','red'
'Allen Key',205.82,'RES/RES/allenKey.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Wrench',1,'Generic','blue'
'Band Clamp',18.82,'RES/RES/bandClamp.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Clamp',85,'Generic','white'
'Bricks',212.7,'RES/RES/bricks.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Bricks',99,'Makita','orange'
'Cable Cutter',211.94,'RES/RES/cableCutter.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Cutter',95,'Dewalt','red'
'Cement',301.32,'RES/RES/cement.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Cement',51,'Kobalt','yellow'
'Corrugated Metal Sheets',303.02,'RES/RES/corrugatedMetalSheets.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Sheets',91,'Stanley,'orange'
'Door Handles',27.68,'RES/RES/doorHandles.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Handles',55,'Dewalt','yellow'
'Double Open End Wrench',348.36,'RES/RES/doubleOpenEndWrench.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Wrench',23,'Dewalt','green'
'Drill Bit',344.37,'RES/RES/drillBit.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Drill',83,'Ridgid','white'
'Flat Bar',317.59,'RES/RES/flatBar.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Bar',65,'Kobalt','white'
'GI Pipe',203.46,'RES/RES/giPipe.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Pipe',27,'Stanley,'blue'
'Hammer',66.92,'RES/RES/hammer.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Hammer',98,'Makita','red'
'Hand Drill',459.14,'RES/RES/handDrill.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Drill',70,'Ridgid','white'
'Hand Saw',47.58,'RES/RES/handSaw.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Saw',12,'Stanley,'red'
'Hard Boards',423.08,'RES/RES/hardboards.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Board',19,'Bosch','blue'
'Hinges',404.45,'RES/RES/hinges.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Hinge',77,'Kobalt','green'
'Hucks Fastener',337.41,'RES/RES/hucksFastener.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Bolts',66,'Dewalt','green'
'Joint',195.58,'RES/RES/joint.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Joint',27,'Kobalt','red'
'JuteRope',185.2,'RES/RES/juteRope.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Rope',21,'Dewalt','red'
'Linoleum',334.41,'RES/RES/linoleum.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Floor',47,'Kobalt','white'
'Padlock',107.21,'RES/RES/lock.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Padlock',83,'Kobalt','white'
'Manila Rope',347.49,'RES/RES/manilaRope.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Rope',18,'Makita','green'
'Mid Steel Nails',22.66,'RES/RES/mildSteelNails.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Nails',28,'Makita','blue'
'Nylon Rope',410.89,'RES/RES/nylonRope.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Rope',95,'Bosch','green'
'Pipe Wrench',281.11,'RES/RES/pipeWrench.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Wrench',63,'Bosch','green'
'Plaster',478.27,'RES/RES/plaster.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Cement',87,'Dewalt','green'
'Plastic Boards',60.95,'RES/RES/plasticBoards.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Boards',56,'Stanley,'white'
'Pliers',482.78,'RES/RES/pliers.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Pliers',95,'Generic','green'
'Primer',50.85,'RES/RES/primer.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Paint',81,'Dewalt','yellow'
'PVC Pipe',469.06,'RES/RES/pvcPipe.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Pipe',98,'Generic','green'
'RCC Pipe',325.02,'RES/RES/rccPipe.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Pipe',59,'Ridgid','white'
'Rolled Roofing',239.68,'RES/RES/rolledRoofing.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Floor',81,'Generic','green'
'Screwdriver',15.53,'RES/RES/screwDriver.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Screwdriver',51,'Makita','orange'
'Screws',419.81,'RES/RES/screws.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Screws',98,'Stanley,'red'
'Adjustable Wrench',29.4,'RES/RES/sliWrench.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Wrench',5,'Ridgid','red'
'Soldering Iron',214.46,'RES/RES/solderingIron.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Soldering Iron',9,'Generic','yellow'
'Tape Measure',203.2,'RES/RES/tapeMeasure.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Measure',2,'Bosch','blue'
'Thinners',361.93,'RES/RES/thinners.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Thinner',5,'Dewalt','orange'
'Tile Grout',23.75,'RES/RES/tileGrout.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Floor',6,'Generic','orange'
'Tiles',198.36,'RES/RES/tiles.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Floor',24,'Bosch','green'
'Wood Varnish',398.9,'RES/RES/varnish.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Varnish',2,'Kobalt','yellow'
'Veneer Panels',248.93,'RES/RES/veneerPanels.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Panels',65,'Generic','white'
'Washers',91.22,'RES/RES/washers.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Washers',19,'Dewalt','yellow'
'Welding Glass',46.28,'RES/RES/weldingGlass.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Glass',57,'Ridgid','white'
'Welding Rod',231.25,'RES/RES/weldingRod.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Rod',19,'Bosch','orange'
'Wire Net',33.17,'RES/RES/wireNet.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Wire net',50,'Generic','white'
'Wire Rope',249.4,'RES/RES/wireRope.jpg',"'Useful for prying, splitting wood, tearing drywall and other small demolition tasks.\nFlat striking face generally\nMost often associated with wood working\nHead weights from 7 to 32 ounces.'",'Rope',81,'Generic','blue'
